field_1,lat,long,distance_t,NAME
"12533",47.5529000000,-122.0260000000,0.8501840999,Issaquah
"12534",47.4943000000,-122.3370000000,0.2550234258,Highline
"12535",47.6422000000,-122.3600000000,0.2889524801,Seattle
"12536",47.6522000000,-121.9660000000,2.5051886279,Riverview
"12537",47.7336000000,-122.3390000000,0.3858204670,Seattle
"12538",47.5710000000,-122.3910000000,0.1409653809,Seattle
"12539",47.7351000000,-122.1780000000,0.4821990959,Northshore
"12540",47.5509000000,-122.3660000000,0.2395550525,Seattle
"12541",47.7770000000,-122.3070000000,0.3993523276,Shoreline
"12542",47.3098000000,-122.3810000000,0.5457197899,Federal Way
"12543",47.5654000000,-122.0920000000,0.5077615250,Issaquah
"12544",47.4543000000,-122.1250000000,0.6496791886,Kent
"12545",47.5089000000,-122.3460000000,0.3171721949,Highline
"12546",47.7772000000,-122.3570000000,0.5527964051,Shoreline
"12547",47.5643000000,-122.3800000000,0.2185772595,Seattle
"12548",47.3043000000,-122.3430000000,0.5935431273,Federal Way
"12549",47.7005000000,-122.2320000000,1.0681273212,Lake Washington
"12550",47.6208000000,-122.1410000000,0.3502312882,Bellevue
"12551",47.6911000000,-122.0540000000,0.8664121280,Lake Washington
"12552",47.5893000000,-122.2990000000,0.1212727479,Seattle
"12553",47.4934000000,-122.1730000000,0.1793245312,Renton
"12554",47.5551000000,-122.3960000000,0.7191952178,Seattle
"12555",47.7076000000,-122.3560000000,0.2641974882,Seattle
"12556",47.6451000000,-122.3870000000,0.8079318275,Seattle
"12557",47.6118000000,-122.1690000000,0.5416494882,Bellevue
"12558",47.5565000000,-122.3770000000,0.3095830999,Seattle
"12559",47.5392000000,-122.1860000000,0.0905829712,Renton
"12560",47.5741000000,-122.4140000000,0.3569753798,Seattle
"12561",47.7307000000,-122.2970000000,0.4838796848,Seattle
"12562",47.3251000000,-122.2680000000,0.4326564651,Auburn
"12563",47.6313000000,-122.0080000000,0.6280100886,Snoqualmie Valley
"12564",47.5074000000,-122.1630000000,0.4935367154,Renton
"12565",47.6422000000,-122.1570000000,0.7534609036,Bellevue
"12566",47.5519000000,-122.2920000000,0.2020024682,Seattle
"12567",47.4903000000,-122.2450000000,0.4151924863,Renton
"12568",47.4790000000,-122.3560000000,0.5527430048,Highline
"12569",47.6494000000,-122.3950000000,0.2090822428,Seattle
"12570",47.5474000000,-122.3880000000,0.4943504146,Seattle
"12571",47.6325000000,-121.9700000000,2.8556989080,Snoqualmie Valley
"12572",47.5434000000,-122.1750000000,0.6353982562,Renton
"12573",47.5345000000,-122.1790000000,0.3455541966,Renton
"12574",47.5539000000,-122.1080000000,0.5597505632,Issaquah
"12575",47.7103000000,-122.0270000000,0.9383905922,Lake Washington
"12576",47.6465000000,-122.3950000000,0.2273563814,Seattle
"12577",47.6832000000,-121.9070000000,1.2052008565,Riverview
"12578",47.6448000000,-122.3580000000,0.1060248327,Seattle
"12579",47.5866000000,-122.1160000000,0.2078584860,Bellevue
"12580",47.6811000000,-122.2830000000,0.3091256182,Seattle
"12581",47.5435000000,-121.8880000000,0.9502963330,Snoqualmie Valley
"12582",47.4810000000,-122.2920000000,0.0366130107,Tukwila
"12583",47.7610000000,-122.3070000000,0.3192765913,Shoreline
"12584",47.4779000000,-122.1610000000,0.7215801226,Renton
"12585",47.3657000000,-122.0210000000,0.3748821859,Tahoma
"12586",47.3551000000,-122.1480000000,0.2060645687,Kent
"12587",47.7661000000,-122.3060000000,0.5422008741,Shoreline
"12588",47.6262000000,-121.9600000000,2.4936751385,Snoqualmie Valley
"12589",47.3199000000,-122.1000000000,1.0712339873,Auburn
"12590",47.3352000000,-122.3070000000,0.3163059258,Federal Way
"12591",47.6916000000,-121.9160000000,0.6865595190,Riverview
"12592",47.5471000000,-122.0160000000,0.5266834806,Issaquah
"12593",47.6684000000,-122.3190000000,0.1281896936,Seattle
"12594",47.4377000000,-122.1320000000,0.4971516214,Kent
"12595",47.5222000000,-121.8740000000,0.4046202800,Snoqualmie Valley
"12596",47.5432000000,-122.2770000000,0.1005999260,Seattle
"12597",47.6418000000,-122.3920000000,0.3978247986,Seattle
"12598",47.3262000000,-122.3420000000,0.1691707721,Federal Way
"12599",47.7148000000,-122.2820000000,0.5474111528,Seattle
"12600",47.3054000000,-122.3710000000,0.3358302473,Federal Way
"12601",47.6092000000,-122.0730000000,1.0907258588,Lake Washington
"12602",47.6649000000,-122.1350000000,0.2468446955,Lake Washington
"12603",47.5575000000,-122.3000000000,0.4014553398,Seattle
"12604",47.7057000000,-122.3600000000,0.0558632666,Seattle
"12605",47.6460000000,-122.3620000000,0.1590642588,Seattle
"12606",47.5500000000,-122.2720000000,0.3326263910,Seattle
"12607",47.7564000000,-122.3160000000,0.3263753137,Shoreline
"12608",47.5302000000,-122.1470000000,0.6787186210,Issaquah
"12609",47.6016000000,-122.1230000000,0.1367824950,Bellevue
"12610",47.5874000000,-122.1360000000,0.4032501602,Bellevue
"12611",47.5101000000,-122.2590000000,0.0640452163,Seattle
"12612",47.5531000000,-121.9960000000,0.5971094545,Issaquah
"12613",47.1923000000,-122.0140000000,0.3545383099,Enumclaw
"12614",47.3491000000,-122.0200000000,0.3141329253,Tahoma
"12615",47.6471000000,-122.0300000000,0.3538746839,Lake Washington
"12616",47.6304000000,-122.0970000000,0.4547712468,Bellevue
"12617",47.4619000000,-122.3440000000,0.2841321518,Highline
"12618",47.4233000000,-122.1980000000,0.5136941364,Kent
"12619",47.7642000000,-122.1950000000,0.3478010654,Northshore
"12620",47.6016000000,-122.0740000000,0.6753439844,Issaquah
"12621",47.6916000000,-122.3620000000,0.3119509866,Seattle
"12622",47.7621000000,-122.1270000000,0.4971553720,Northshore
"12623",47.3273000000,-122.3700000000,0.7248425128,Federal Way
"12624",47.7445000000,-122.2140000000,0.4886943571,Northshore
"12625",47.5591000000,-122.2670000000,0.5142024978,Seattle
"12626",47.2041000000,-122.0210000000,1.2326626652,Enumclaw
"12627",47.6175000000,-122.1180000000,0.2670093912,Bellevue
"12628",47.6096000000,-122.1320000000,0.0859680969,Bellevue
"12629",47.5962000000,-122.0150000000,0.9241574990,Issaquah
"12630",47.6912000000,-122.3340000000,0.1234698433,Seattle
"12631",47.4149000000,-122.1810000000,0.3647274082,Kent
"12632",47.5292000000,-122.3620000000,0.1972609775,Seattle
"12633",47.6117000000,-122.3010000000,0.2315417878,Seattle
"12634",47.5849000000,-122.0510000000,0.9023172148,Issaquah
"12635",47.3528000000,-122.0410000000,0.6629586066,Tahoma
"12636",47.6240000000,-122.2210000000,0.4085727180,Bellevue
"12637",47.7282000000,-122.2250000000,0.3661435267,Lake Washington
"12638",47.6353000000,-122.3530000000,0.1732680303,Seattle
"12639",47.6237000000,-122.2100000000,0.1102786844,Bellevue
"12640",47.3705000000,-122.1310000000,0.5496005341,Kent
"12641",47.7196000000,-122.0240000000,0.8292595717,Riverview
"12642",47.5981000000,-122.0300000000,0.1491045882,Issaquah
"12643",47.6786000000,-122.3890000000,0.3812681208,Seattle
"12644",47.6279000000,-122.3150000000,0.2860704051,Seattle
"12645",47.7713000000,-122.2650000000,0.6130267217,Northshore
"12646",47.3294000000,-122.3310000000,0.3335108608,Federal Way
"12647",47.7771000000,-122.3390000000,0.4859694879,Shoreline
"12648",47.6876000000,-122.0380000000,0.2231997583,Lake Washington
"12649",47.4980000000,-122.1700000000,0.3358003504,Renton
"12650",47.3574000000,-122.1580000000,0.3786044884,Kent
"12651",47.3617000000,-122.3080000000,0.2260051921,Federal Way
"12652",47.6910000000,-122.1130000000,0.0513164880,Lake Washington
"12653",47.7439000000,-122.3330000000,0.2711323236,Shoreline
"12654",47.6011000000,-122.1240000000,0.0787789748,Bellevue
"12655",47.5294000000,-122.2790000000,0.2913639264,Seattle
"12656",47.1647000000,-121.9730000000,2.2585868863,Enumclaw
"12657",47.7506000000,-122.3720000000,0.6256958206,Shoreline
"12658",47.6701000000,-122.2880000000,0.2110015280,Seattle
"12659",47.7422000000,-122.0970000000,0.8351684306,Northshore
"12660",47.6996000000,-122.2030000000,0.6657948992,Lake Washington
"12661",47.6187000000,-122.0440000000,0.6375509598,Lake Washington
"12662",47.4807000000,-122.1820000000,0.9453314966,Renton
"12663",47.5609000000,-122.1500000000,0.1626816941,Bellevue
"12664",47.5719000000,-121.9140000000,0.4599683703,Snoqualmie Valley
"12665",47.3779000000,-122.0450000000,0.4234197986,Tahoma
"12666",47.5488000000,-122.2870000000,0.0506110940,Seattle
"12667",47.6718000000,-122.0440000000,0.9938647295,Lake Washington
"12668",47.2887000000,-122.3510000000,0.2348387528,Federal Way
"12669",47.5708000000,-122.2120000000,0.2510994272,Mercer Island
"12670",47.6438000000,-122.3730000000,0.4133962587,Seattle
"12671",47.6574000000,-122.1280000000,0.5810353531,Lake Washington
"12672",47.7288000000,-122.3310000000,0.1647600623,Seattle
"12673",47.4169000000,-122.3160000000,0.8953758650,Highline
"12674",47.3643000000,-122.1110000000,0.4149285000,Kent
"12675",47.5676000000,-122.1770000000,0.2436921078,Bellevue
"12676",47.6725000000,-122.3960000000,0.1937944406,Seattle
"12677",47.7076000000,-122.2760000000,0.4030726540,Seattle
"12678",47.5606000000,-122.1840000000,0.3726873808,Bellevue
"12679",47.6234000000,-122.1130000000,0.6164766534,Bellevue
"12680",47.5160000000,-122.2030000000,0.2760672576,Renton
"12681",47.4970000000,-122.3690000000,0.1292192367,Highline
"12682",47.3186000000,-122.3310000000,0.2950076960,Federal Way
"12683",47.5816000000,-122.1970000000,0.5538673276,Bellevue
"12684",47.6441000000,-121.9600000000,2.1356196654,Snoqualmie Valley
"12685",47.4116000000,-122.2930000000,0.5895019603,Highline
"12686",47.3639000000,-122.0480000000,1.3802891952,Tahoma
"12687",47.7353000000,-122.2220000000,0.3708188678,Northshore
"12688",47.6750000000,-122.3930000000,0.1115295208,Seattle
"12689",47.5723000000,-122.3760000000,0.5404601765,Seattle
"12690",47.6823000000,-122.3880000000,0.2861540724,Seattle
"12691",47.6657000000,-122.1780000000,0.3370782502,Lake Washington
"12692",47.6430000000,-122.2990000000,0.2934760446,Seattle
"12693",47.6938000000,-122.3100000000,0.3390498729,Seattle
"12694",47.4956000000,-122.3210000000,0.5050954409,Highline
"12695",47.5317000000,-122.0470000000,0.3489128769,Issaquah
"12696",47.6833000000,-122.3950000000,0.3514826085,Seattle
"12697",47.4947000000,-122.2330000000,0.1540512929,Renton
"12698",47.5232000000,-122.1910000000,0.5011716717,Renton
"12699",47.6342000000,-122.1170000000,0.3066915296,Bellevue
"12700",47.6230000000,-122.2180000000,0.2802228668,Bellevue
"12701",47.5376000000,-122.2920000000,0.1727048967,Seattle
"12702",47.5730000000,-122.3950000000,0.2206115759,Seattle
"12703",47.5766000000,-122.1470000000,0.5239336448,Bellevue
"12704",47.3530000000,-122.2720000000,0.4756417546,Federal Way
"12705",47.4846000000,-122.0670000000,1.5482782241,Issaquah
"12706",47.4106000000,-122.2040000000,0.0733248722,Kent
"12707",47.4135000000,-122.1800000000,0.2934691065,Kent
"12708",47.7139000000,-122.2230000000,0.3742262546,Lake Washington
"12709",47.7451000000,-121.9800000000,0.1753483322,Riverview
"12710",47.4833000000,-122.2370000000,0.1540816880,Renton
"12711",47.5231000000,-122.3320000000,0.3439583008,Seattle
"12712",47.3817000000,-122.0230000000,0.6813787857,Tahoma
"12713",47.4777000000,-122.1000000000,0.8219750070,Issaquah
"12714",47.7685000000,-122.1590000000,0.2323356373,Northshore
"12715",47.6207000000,-122.2950000000,0.1265151708,Seattle
"12716",47.7317000000,-122.3540000000,0.4850757637,Seattle
"12717",47.5688000000,-122.3170000000,0.3960329147,Seattle
"12718",47.6815000000,-122.3590000000,0.3521126742,Seattle
"12719",47.5238000000,-122.2870000000,0.4893600429,Seattle
"12720",47.6853000000,-122.2040000000,0.3565409670,Lake Washington
"12721",47.5100000000,-122.3230000000,0.2181625745,Highline
"12722",47.5403000000,-122.1750000000,0.4587706480,Renton
"12723",47.7322000000,-122.3000000000,0.3232688814,Seattle
"12724",47.5041000000,-122.1020000000,1.5543075378,Issaquah
"12725",47.3669000000,-122.2880000000,0.4050044822,Federal Way
"12726",47.3079000000,-122.3410000000,0.5499948120,Federal Way
"12727",47.5381000000,-121.8880000000,0.6891505644,Snoqualmie Valley
"12728",47.6930000000,-122.3830000000,0.2307730994,Seattle
"12729",47.3280000000,-122.3370000000,0.1847273495,Federal Way
"12730",47.5776000000,-122.2890000000,0.3099914615,Seattle
"12731",47.5586000000,-122.1340000000,0.3709661506,Bellevue
"12732",47.4050000000,-122.2880000000,0.3364666373,Highline
"12733",47.7085000000,-122.2830000000,0.1237933488,Seattle
"12734",47.7156000000,-122.2910000000,0.4048275297,Seattle
"12735",47.5710000000,-122.3740000000,0.6424204396,Seattle
"12736",47.5690000000,-122.1750000000,0.1741071916,Bellevue
"12737",47.4632000000,-122.2090000000,0.3394686501,Renton
"12738",47.5514000000,-122.2660000000,0.4055095964,Seattle
"12739",47.6208000000,-122.0990000000,0.3056550578,Bellevue
"12740",47.2842000000,-122.1980000000,0.8168231410,Auburn
"12741",47.2485000000,-122.1010000000,0.7788045896,Enumclaw
"12742",47.5339000000,-122.3720000000,0.2466565857,Seattle
"12743",47.6698000000,-122.0440000000,0.7432612336,Lake Washington
"12744",47.6729000000,-122.3830000000,0.2991284487,Seattle
"12745",47.4911000000,-122.1380000000,0.4334678132,Issaquah
"12746",47.6059000000,-122.1210000000,0.4268550094,Bellevue
"12747",47.5487000000,-122.3760000000,0.3316515481,Seattle
"12748",47.6950000000,-121.9150000000,0.4585820865,Riverview
"12749",47.7253000000,-122.1640000000,0.1120467261,Lake Washington
"12750",47.7306000000,-122.2330000000,0.4175469008,Lake Washington
"12751",47.5958000000,-122.2990000000,0.2739430442,Seattle
"12752",47.7302000000,-122.2910000000,0.3434610787,Seattle
"12753",47.6940000000,-122.2900000000,0.0428985236,Seattle
"12754",47.5381000000,-121.8900000000,0.7683448538,Snoqualmie Valley
"12755",47.3467000000,-122.3040000000,0.7096772041,Federal Way
"12756",47.6783000000,-122.3830000000,0.1515353349,Seattle
"12757",47.6242000000,-122.0400000000,0.6180224587,Lake Washington
"12758",47.4973000000,-122.2680000000,0.2505211514,Seattle
"12759",47.6301000000,-122.1070000000,0.4383697802,Bellevue
"12760",47.6314000000,-121.9680000000,2.7863425045,Snoqualmie Valley
"12761",47.4357000000,-122.1680000000,0.3849855019,Kent
"12762",47.4984000000,-122.2400000000,0.0976928209,Renton
"12763",47.6168000000,-122.3030000000,0.3485472980,Seattle
"12764",47.6675000000,-121.9860000000,1.6263602482,Riverview
"12765",47.3432000000,-122.3160000000,0.3050828192,Federal Way
"12766",47.5627000000,-122.0180000000,0.4090847163,Issaquah
"12767",47.4924000000,-122.1740000000,0.1660276727,Renton
"12768",47.4906000000,-122.2440000000,0.5003681020,Renton
"12769",47.4513000000,-122.1280000000,0.7990577421,Kent
"12770",47.4655000000,-122.0720000000,0.3509644621,Issaquah
"12771",47.7711000000,-122.0410000000,0.5710503637,Northshore
"12772",47.6345000000,-122.1230000000,0.2887471023,Bellevue
"12773",47.5631000000,-122.2190000000,0.3701985256,Mercer Island
"12774",47.5176000000,-122.3760000000,0.2569400517,Seattle
"12775",47.5514000000,-122.3570000000,0.3075502528,Seattle
"12776",47.5305000000,-121.8410000000,0.5803113502,Snoqualmie Valley
"12777",47.3279000000,-122.1360000000,1.0134361555,Auburn
"12778",47.7228000000,-122.3140000000,0.0749263059,Seattle
"12779",47.7032000000,-122.2860000000,0.2754340643,Seattle
"12780",47.3592000000,-122.3150000000,0.3067294790,Federal Way
"12781",47.6375000000,-122.1730000000,0.2007978119,Bellevue
"12782",47.5933000000,-121.9820000000,0.4371634632,Issaquah
"12783",47.5124000000,-122.1650000000,0.1358066128,Renton
"12784",47.6544000000,-122.3860000000,0.2484033494,Seattle
"12785",47.4296000000,-122.1850000000,0.1360542891,Kent
"12786",47.5714000000,-122.0050000000,0.4167748608,Issaquah
"12787",47.3772000000,-122.1270000000,0.3258690587,Kent
"12788",47.4118000000,-122.0890000000,1.7221908381,Tahoma
"12789",47.3690000000,-122.1260000000,0.3218323684,Kent
"12790",47.5269000000,-122.3140000000,0.5493565264,Seattle
"12791",47.5285000000,-122.3720000000,0.2731434015,Seattle
"12792",47.6699000000,-122.3690000000,0.3160880884,Seattle
"12793",47.5310000000,-121.8600000000,0.7471833539,Snoqualmie Valley
"12794",47.6821000000,-122.3080000000,0.4148740992,Seattle
"12795",47.5335000000,-121.8690000000,0.3264197260,Snoqualmie Valley
"12796",47.4383000000,-122.1930000000,0.3603309834,Renton
"12797",47.7617000000,-122.3350000000,0.4642219583,Shoreline
"12798",47.6353000000,-122.2320000000,0.1581551456,Bellevue
"12799",47.7180000000,-122.3550000000,0.2903089038,Seattle
"12800",47.7020000000,-121.8920000000,0.8276874961,Riverview
"12801",47.5759000000,-122.0120000000,0.4042792262,Issaquah
"12802",47.5237000000,-122.3530000000,0.2386157259,Seattle
"12803",47.5798000000,-122.2940000000,0.2706656680,Seattle
"12804",47.4331000000,-122.1950000000,0.3810293458,Renton
"12805",47.6366000000,-122.3620000000,0.1445936119,Seattle
"12806",47.4815000000,-122.2260000000,0.3850841285,Renton
"12807",47.5911000000,-122.1330000000,0.3864539718,Bellevue
"12808",47.4848000000,-121.6980000000,1.1002514822,Snoqualmie Valley
"12809",47.5454000000,-122.1920000000,0.4704248229,Renton
"12810",47.6836000000,-122.1740000000,0.3174577556,Lake Washington
"12811",47.4460000000,-122.1750000000,0.4848502333,Renton
"12812",47.5085000000,-122.3850000000,0.3568274203,Seattle
"12813",47.6295000000,-122.2170000000,0.2737962977,Bellevue
"12814",47.5950000000,-122.2030000000,0.4312023955,Bellevue
"12815",47.3511000000,-122.0580000000,1.3695691531,Tahoma
"12816",47.5962000000,-122.0180000000,0.8551549181,Issaquah
"12817",47.2972000000,-122.2670000000,1.5419122038,Federal Way
"12818",47.7675000000,-122.2770000000,0.5899028867,Shoreline
"12819",47.7735000000,-122.1330000000,0.7167292470,Northshore
"12820",47.7735000000,-122.1330000000,0.7167292470,Northshore
"12821",47.2756000000,-122.2700000000,0.8800769507,Federal Way
"12822",47.5094000000,-122.3100000000,0.3478663151,Highline
"12823",47.7553000000,-122.2830000000,0.3178184389,Shoreline
"12824",47.5852000000,-122.3910000000,0.4111854602,Seattle
"12825",47.6205000000,-122.1410000000,0.3709488934,Bellevue
"12826",47.3127000000,-122.0020000000,0.2422616619,Enumclaw
"12827",47.6946000000,-122.2110000000,0.5611314904,Lake Washington
"12828",47.6980000000,-122.3490000000,0.4447139177,Seattle
"12829",47.4024000000,-122.2160000000,0.7304181263,Kent
"12830",47.6036000000,-122.3050000000,0.1820574998,Seattle
"12831",47.2642000000,-122.1870000000,1.7781756887,Auburn
"12832",47.6842000000,-122.1550000000,0.6890394191,Lake Washington
"12833",47.5953000000,-122.0390000000,0.4828999994,Issaquah
"12834",47.3546000000,-122.0810000000,0.3268708306,Kent
"12835",47.4034000000,-122.1780000000,0.3429311840,Kent
"12836",47.5322000000,-122.3790000000,0.2957363978,Seattle
"12837",47.5755000000,-122.2160000000,0.2744202840,Mercer Island
"12838",47.4790000000,-122.1530000000,0.3629489718,Renton
"12839",47.3581000000,-122.3170000000,0.4185243350,Federal Way
"12840",47.4362000000,-122.1650000000,0.3906828182,Kent
"12841",47.6300000000,-122.3630000000,0.2395572276,Seattle
"12842",47.4830000000,-122.1640000000,0.9232107571,Renton
"12843",47.5107000000,-122.1720000000,0.3765908462,Renton
"12844",47.4804000000,-122.2290000000,0.4946129061,Renton
"12845",47.5725000000,-122.3830000000,0.3268056112,Seattle
"12846",47.4916000000,-122.1620000000,0.3336067830,Renton
"12847",47.7174000000,-122.2360000000,0.2869663502,Lake Washington
"12848",47.4648000000,-121.7570000000,1.1623399845,Snoqualmie Valley
"12849",47.4703000000,-122.0150000000,2.4681849970,Issaquah
"12850",47.3654000000,-122.0820000000,0.1776628116,Kent
"12851",47.5070000000,-122.2420000000,0.5055461224,Renton
"12852",47.3731000000,-122.4300000000,3.6797068708,Vashon Island
"12853",47.3618000000,-122.0740000000,0.3055001827,Kent
"12854",47.7153000000,-122.2110000000,0.1967036565,Lake Washington
"12855",47.3200000000,-122.2780000000,0.4706815740,Federal Way
"12856",47.5671000000,-122.3700000000,0.6420900456,Seattle
"12857",47.7282000000,-122.3370000000,0.1422950092,Seattle
"12858",47.6066000000,-122.1920000000,0.3885101469,Bellevue
"12859",47.5552000000,-122.2310000000,0.4006437215,Mercer Island
"12860",47.5015000000,-122.2620000000,0.1902460409,Seattle
"12861",47.5068000000,-122.2590000000,0.2835383135,Seattle
"12862",47.7703000000,-122.3120000000,0.6553626776,Shoreline
"12863",47.7763000000,-122.3050000000,0.2993418335,Shoreline
"12864",47.5719000000,-122.0070000000,0.4049775448,Issaquah
"12865",47.7401000000,-122.3480000000,0.1164299495,Shoreline
"12866",47.6726000000,-122.2940000000,0.1194362537,Seattle
"12867",47.7314000000,-122.2250000000,0.5377898503,Lake Washington
"12868",47.6948000000,-122.3220000000,0.2380144772,Seattle
"12869",47.5421000000,-122.3880000000,0.1297556712,Seattle
"12870",47.6775000000,-122.1800000000,0.2842393403,Lake Washington
"12871",47.5951000000,-122.2060000000,0.5194991185,Bellevue
"12872",47.6617000000,-122.2890000000,0.6924803937,Seattle
"12873",47.7663000000,-122.2010000000,0.2406812107,Northshore
"12874",47.4837000000,-122.1380000000,0.4354798110,Renton
"12875",47.5462000000,-122.3200000000,0.3908860131,Seattle
"12876",47.5042000000,-122.3290000000,0.6731508717,Highline
"12877",47.7167000000,-122.2330000000,0.1306313153,Lake Washington
"12878",47.5681000000,-122.1280000000,0.4830396698,Bellevue
"12879",47.4989000000,-122.3170000000,0.2215918185,Highline
"12880",47.4600000000,-122.1740000000,0.4177176122,Renton
"12881",47.5122000000,-122.3740000000,0.1802030214,Seattle
"12882",47.4553000000,-121.9870000000,3.5486275836,Issaquah
"12883",47.6499000000,-121.9160000000,0.2499001958,Riverview
"12884",47.5828000000,-122.0440000000,0.4891631932,Issaquah
"12885",47.5217000000,-122.1820000000,0.7827207310,Renton
"12886",47.5523000000,-122.3720000000,0.3834772256,Seattle
"12887",47.4497000000,-122.1680000000,0.1260456553,Renton
"12888",47.6528000000,-122.2030000000,0.3879877394,Lake Washington
"12889",47.4483000000,-122.1290000000,0.6307502530,Kent
"12890",47.3079000000,-122.3930000000,0.1000372246,Federal Way
"12891",47.5404000000,-122.3520000000,0.3162538020,Seattle
"12892",47.6961000000,-122.3160000000,0.1574513306,Seattle
"12893",47.5910000000,-122.2930000000,0.3199681104,Seattle
"12894",47.5305000000,-122.3530000000,0.4195605557,Seattle
"12895",47.6768000000,-122.3670000000,0.5085957543,Seattle
"12896",47.7183000000,-122.2130000000,0.1632079352,Lake Washington
"12897",47.6715000000,-122.3650000000,0.1579413716,Seattle
"12898",47.7467000000,-122.1320000000,0.5156859838,Northshore
"12899",47.3461000000,-122.1520000000,0.5308562730,Kent
"12900",47.5453000000,-122.3630000000,0.2330223568,Seattle
"12901",47.7193000000,-122.3610000000,0.4845900033,Seattle
"12902",47.4735000000,-122.1890000000,0.7538939860,Renton
"12903",47.6484000000,-122.0800000000,0.9012894355,Lake Washington
"12904",47.4527000000,-122.3520000000,0.4186607298,Highline
"12905",47.6690000000,-122.2820000000,0.5083294134,Seattle
"12906",47.2303000000,-121.9360000000,2.4744339004,Enumclaw
"12907",47.7112000000,-122.3570000000,0.2478864966,Seattle
"12908",47.7112000000,-122.3570000000,0.2478864966,Seattle
"12909",47.3155000000,-122.3650000000,0.1657759090,Federal Way
"12910",47.4816000000,-121.7140000000,0.5518375371,Snoqualmie Valley
"12911",47.6772000000,-122.0560000000,0.5302014121,Lake Washington
"12912",47.5348000000,-122.0530000000,0.3784070918,Issaquah
"12913",47.7484000000,-122.3530000000,0.2941595356,Shoreline
"12914",47.3530000000,-122.2940000000,0.3243699479,Federal Way
"12915",47.7352000000,-122.3370000000,0.2474436161,Shoreline
"12916",47.5730000000,-122.3800000000,0.3688957165,Seattle
"12917",47.4658000000,-122.1720000000,0.3098427512,Renton
"12918",47.6312000000,-122.0610000000,0.5918676424,Lake Washington
"12919",47.5934000000,-122.3900000000,0.9432478423,Seattle
"12920",47.7643000000,-122.2730000000,0.6955213178,Shoreline
"12921",47.4831000000,-122.2960000000,0.2053844663,Highline
"12922",47.3571000000,-122.3240000000,0.6951263746,
"12923",47.3740000000,-122.1250000000,0.3705685827,Kent
"12924",47.5072000000,-122.2570000000,0.2846287375,Seattle
"12925",47.7277000000,-122.1850000000,0.2109561168,Lake Washington
"12926",47.4594000000,-122.2790000000,0.5126994420,Highline
"12927",47.7399000000,-122.3320000000,0.1775561597,Shoreline
"12928",47.3969000000,-122.2050000000,0.7657951837,Kent
"12929",47.4413000000,-122.2770000000,0.2502143502,Highline
"12930",47.4810000000,-121.7880000000,0.9896104577,Snoqualmie Valley
"12931",47.5490000000,-122.3720000000,0.5046965763,Seattle
"12932",47.7598000000,-122.3590000000,0.3273717500,Shoreline
"12933",47.4989000000,-122.3290000000,0.6076564159,Highline
"12934",47.3063000000,-122.2700000000,0.9488013613,Auburn
"12935",47.7065000000,-122.1300000000,0.5531866964,Lake Washington
"12936",47.2654000000,-122.2170000000,0.2931104739,Auburn
"12937",47.2558000000,-122.1220000000,0.8242874213,Auburn
"12938",47.2507000000,-122.0390000000,1.7479023824,Enumclaw
"12939",47.7685000000,-122.1620000000,0.1791718053,Northshore
"12940",47.7344000000,-122.1730000000,0.5405534418,Northshore
"12941",47.5514000000,-122.2840000000,0.1781522484,Seattle
"12942",47.2729000000,-122.2990000000,0.2477536896,Federal Way
"12943",47.2729000000,-122.2990000000,0.2477536896,Federal Way
"12944",47.2869000000,-122.3600000000,0.5934486109,Federal Way
"12945",47.7397000000,-122.3160000000,0.3247907697,Shoreline
"12946",47.7775000000,-122.3650000000,0.5497329663,Shoreline
"12947",47.3148000000,-122.3500000000,0.3360744104,Federal Way
"12948",47.5067000000,-122.1970000000,0.7416793173,Renton
"12949",47.5997000000,-122.3120000000,0.1958975523,Seattle
"12950",47.3179000000,-122.3300000000,0.2670073466,Federal Way
"12951",47.3837000000,-122.1580000000,0.8261744069,Kent
"12952",47.6088000000,-122.1930000000,0.2593688498,Bellevue
"12953",47.4345000000,-122.1980000000,0.5031646029,Renton
"12954",47.6371000000,-122.1230000000,0.2887397138,Bellevue
"12955",47.4887000000,-122.1500000000,0.4554146203,Renton
"12956",47.7411000000,-122.3470000000,0.1566855981,Shoreline
"12957",47.5814000000,-122.0030000000,0.1628710928,Issaquah
"12958",47.3099000000,-122.2060000000,0.3368726199,Auburn
"12959",47.6333000000,-122.3620000000,0.2357011234,Seattle
"12960",47.6801000000,-122.1140000000,0.3422214864,Lake Washington
"12961",47.7658000000,-122.3700000000,0.4337875666,Shoreline
"12962",47.4913000000,-122.3180000000,0.5817402154,Highline
"12963",47.6677000000,-122.3210000000,0.1547091988,Seattle
"12964",47.6746000000,-122.1640000000,0.1821467129,Lake Washington
"12965",47.5101000000,-122.3910000000,0.6284892248,Seattle
"12966",47.3528000000,-122.2670000000,0.8164311024,Federal Way
"12967",47.5324000000,-122.2720000000,0.4675641107,Seattle
"12968",47.5164000000,-122.2670000000,0.4582221830,Seattle
"12969",47.7617000000,-122.1100000000,0.5010235462,Northshore
"12970",47.4473000000,-122.2050000000,0.7218301823,Renton
"12971",47.3038000000,-122.3620000000,0.4470542881,Federal Way
"12972",47.3296000000,-122.2560000000,0.3864577408,Auburn
"12973",47.4516000000,-122.1750000000,0.3024549599,Renton
"12974",47.7287000000,-122.3110000000,0.3745288544,Seattle
"12975",47.4900000000,-122.1910000000,0.5556794492,Renton
