X,Y,OBJECTID,KC_Fac_FID,KCParkFID,SiteName,SiteType,Owner,OwnerType,Manager,ManageType,Maintd_By,MaintType,Label_Type
-122.218936616668,47.5439402836141,1296,2625,5243001,Pioneer Park,Park Site,City of Mercer Island,City,City of Mercer Island,City,City of Mercer Island,City,0
-122.22434838929,47.543910140686,1297,2625,5243001,Pioneer Park,Park Site,City of Mercer Island,City,City of Mercer Island,City,City of Mercer Island,City,1
-122.215443046069,47.5334654859856,1298,2653,5243002,Clarke Beach Park,Park Site,City of Mercer Island,City,City of Mercer Island,City,City of Mercer Island,City,1
-122.223062774426,47.5366244426242,1299,2652,5243003,Wildwood Park - Mercer Island,Park Site,City of Mercer Island,City,City of Mercer Island,City,City of Mercer Island,City,1
-122.208233746929,47.5234390111301,1300,6895,5243102,Kennydale Beach Park,Park Site,City of Renton,City,City of Renton,City,City of Renton,City,1
-122.183262996336,47.5160202563237,1301,4274,5243201,May Creek Park - County,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,0
-122.19208623297,47.518262805113,1302,4274,5243201,May Creek Park - County,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,1
-122.172439049141,47.5188412503616,1303,2650,5243301,May Creek Park,Park Site,City of Newcastle,City,City of Newcastle,City,City of Newcastle,City,0
-122.173438245138,47.5211430770538,1304,2650,5243301,May Creek Park,Park Site,City of Newcastle,City,City of Newcastle,City,City of Newcastle,City,1
-122.16385078135,47.5289088397901,1305,2649,5243302,Lake Boren Park,Park Site,City of Newcastle,City,City of Newcastle,City,City of Newcastle,City,0
-122.165669595376,47.5299842669666,1306,2649,5243302,Lake Boren Park,Park Site,City of Newcastle,City,City of Newcastle,City,City of Newcastle,City,1
-122.155065961787,47.5156954469832,1307,2648,5243304,May Creek Open Space,Park Site,City of Renton,City,City of Renton,City,City of Renton,City,0
-122.180619891,47.5162088212844,1308,2648,5243304,May Creek Open Space,Park Site,City of Renton,City,City of Renton,City,City of Renton,City,1
-122.179924617099,47.5202481160201,1309,5109,5243305,Windtree Park,Park Site,City of Newcastle,City,City of Newcastle,City,City of Newcastle,City,1
-122.147124301695,47.5248895106074,1310,2747,5243401,China Creek Open Space,Park Site,City of Newcastle,City,City of Newcastle,City,City of Newcastle,City,0
-122.159005487999,47.5313573694512,1311,2747,5243401,China Creek Open Space,Park Site,City of Newcastle,City,City of Newcastle,City,City of Newcastle,City,1
-122.153343762214,47.5200961288504,1312,5110,5243402,Highlands Park - Newcastle,Park Site,City of Newcastle,City,City of Newcastle,City,City of Newcastle,City,1
-122.148885818136,47.5189073756537,1313,5111,5243403,Highlands Forest View Park,Park Site,City of Newcastle,City,City of Newcastle,City,City of Newcastle,City,1
-122.156193343354,47.5236186563028,1314,5112,5243404,Heritage Morgan Park,Park Site,City of Newcastle,City,City of Newcastle,City,City of Newcastle,City,1
-122.153469776952,47.5228743812608,1315,5113,5243405,Highlands Trails,Park Site,City of Newcastle,City,City of Newcastle,City,City of Newcastle,City,0
-122.151751189431,47.5205421238002,1316,5113,5243405,Highlands Trails,Park Site,City of Newcastle,City,City of Newcastle,City,City of Newcastle,City,1
-122.138223154956,47.528470307391,1317,5116,5243503,Ballybunion Park,Park Site,City of Newcastle,City,City of Newcastle,City,City of Newcastle,City,1
-122.133512144265,47.5287634855467,1318,5115,5243504,Gleneagles Park,Park Site,City of Newcastle,City,City of Newcastle,City,City of Newcastle,City,1
-122.086633480214,47.5258327742774,1319,2647,5243601,Cougar Mountain Regional Wildland Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,0
-122.110119247426,47.5259114755237,1320,2647,5243601,Cougar Mountain Regional Wildland Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,1
-122.10760186241,47.6833214470896,1321,2646,5250101,Nike Neighborhood Park,Park Site,City of Redmond,City,City of Redmond,City,City of Redmond,City,1
-122.122314674183,47.6853788678105,1322,2635,5250201,Reservoir Park - Redmond,Park Site,City of Redmond,City,City of Redmond,City,City of Redmond,City,1
-122.130104763414,47.6800969598756,1323,2713,5250202,Redmond Muncipal Campus,Park Site,City of Redmond,City,City of Redmond,City,City of Redmond,City,1
-122.124944892338,47.6770508799698,1324,2654,5250203,Edge Skate Park,Park Site,City of Redmond,City,City of Redmond,City,City of Redmond,City,1
-122.152181436512,47.6768280876723,1325,2786,5250301,Welcome Park,Park Site,City of Redmond,City,City of Redmond,City,City of Redmond,City,1
-122.152342822993,47.6819776000304,1326,7268,5250302,Willows Creek Neighborhood Park,Park Site,City of Redmond,City,City of Redmond,City,City of Redmond,City,1
-122.179586078294,47.6845886276815,1327,2641,5250401,Forbes Lake Park,Park Site,City of Kirkland,City,City of Kirkland,City,City of Kirkland,City,0
-122.177484019919,47.6861900106668,1328,2641,5250401,Forbes Lake Park,Park Site,City of Kirkland,City,City of Kirkland,City,City of Kirkland,City,1
-122.17225000908,47.6872954291367,1329,2640,5250402,North Rose Hill Park,Park Site,City of Kirkland,City,City of Kirkland,City,City of Kirkland,City,0
-122.174417263062,47.6879813528393,1330,2640,5250402,North Rose Hill Park,Park Site,City of Kirkland,City,City of Kirkland,City,City of Kirkland,City,1
-122.175071003507,47.6774704729439,1331,7279,5250403,Rose Hill Meadows,Park Site,City of Kirkland,City,City of Kirkland,City,City of Kirkland,City,1
-122.201815459693,47.6766776531164,1332,2639,5250501,Peter Kirk Park,Park Site,City of Kirkland,City,City of Kirkland,City,City of Kirkland,City,1
-122.202509313536,47.6849141474034,1333,2638,5250502,Van Aalst Park,Park Site,City of Kirkland,City,City of Kirkland,City,City of Kirkland,City,1
-122.207357939969,47.6818308799564,1334,2814,5250503,Tot Lot Park,Park Site,City of Kirkland,City,City of Kirkland,City,City of Kirkland,City,1
-122.205037344765,47.6874735671884,1335,2816,5250504,Reservoir Park - Kirkland,Park Site,City of Kirkland,City,City of Kirkland,City,City of Kirkland,City,1
-122.193432736083,47.6889948051938,1336,2818,5250505,Cotton Hill Park,Park Site,City of Kirkland,City,City of Kirkland,City,City of Kirkland,City,1
-122.187610998945,47.6772571353833,1337,2819,5250506,Ohde Avenue Park,Park Site,City of Kirkland,City,City of Kirkland,City,City of Kirkland,City,1
-122.188258413145,47.682114753329,1338,7276,5250507,Cedar View Park,Park Site,City of Kirkland,City,City of Kirkland,City,City of Kirkland,City,1
-122.187440790892,47.6963065249863,1339,7965,5250508,Cross Kirkland Corridor,Trail Site Regional,City of Kirkland,City,King County Parks and Recreation,King County Parks,City of Kirkland,City,0
-122.191073417083,47.6763579564273,1340,7965,5250508,Cross Kirkland Corridor,Trail Site Regional,City of Kirkland,City,King County Parks and Recreation,King County Parks,City of Kirkland,City,1
-122.217208967433,47.6869238573248,1341,2808,5250601,Waverly Beach Park,Park Site,City of Kirkland,City,City of Kirkland,City,City of Kirkland,City,1
-122.211239119579,47.6783816316289,1342,2812,5250602,Heritage Park,Park Site,City of Kirkland,City,City of Kirkland,City,City of Kirkland,City,1
-122.208873007723,47.6750952720843,1343,2822,5250701,Marina Park,Park Site,City of Kirkland,City,City of Kirkland,City,City of Kirkland,City,1
-122.207002061689,47.672078191454,1344,2805,5250702,Street End Park,Park Site,City of Kirkland,City,City of Kirkland,City,City of Kirkland,City,1
-122.207449747328,47.6701695000011,1345,2827,5250703,David E. Brink Park,Park Site,City of Kirkland,City,City of Kirkland,City,City of Kirkland,City,0
-122.207134175322,47.6711200421219,1346,2827,5250703,David E. Brink Park,Park Site,City of Kirkland,City,City of Kirkland,City,City of Kirkland,City,1
-122.207767371617,47.6657765269105,1347,2807,5250704,Marsh Park,Park Site,City of Kirkland,City,City of Kirkland,City,City of Kirkland,City,1
-122.207669477351,47.6675955448899,1348,8139,5250705,Settlers Landing,Park Site,City of Kirkland,City,City of Kirkland,City,City of Kirkland,City,1
-122.190239405076,47.6685544903481,1349,2637,5250801,Everest Park,Park Site,City of Kirkland,City,City of Kirkland,City,City of Kirkland,City,0
-122.192376922228,47.6720795857525,1350,2637,5250801,Everest Park,Park Site,City of Kirkland,City,City of Kirkland,City,City of Kirkland,City,1
-122.201027420702,47.6651798621209,1351,2613,5250802,Terrace Park,Park Site,City of Kirkland,City,City of Kirkland,City,City of Kirkland,City,1
-122.169715111098,47.6687982328484,1352,2645,5250901,South Rose Hill Park,Park Site,City of Kirkland,City,City of Kirkland,City,City of Kirkland,City,1
-122.146040378747,47.6682792633669,1353,2616,5251001,Grass Lawn Community Park,Park Site,City of Redmond,City,City of Redmond,City,City of Redmond,City,1
-122.16279068319,47.6659772241282,1354,2593,5251002,Snyders Corner Park,Park Site,City of Kirkland,City,City of Kirkland,City,City of Kirkland,City,1
-122.131424334655,47.6729691885361,1355,2592,5251101,Luke McRedmond Landing,Park Site,City of Redmond,City,City of Redmond,City,City of Redmond,City,1
-122.138905007365,47.6648048585006,1356,2591,5251102,Spiritbrook Park,Park Site,City of Redmond,City,City of Redmond,City,City of Redmond,City,1
-122.127916518696,47.6711767145129,1357,4997,5251103,Dudley Carter Park,Park Site,City of Redmond,City,City of Redmond,City,City of Redmond,City,1
-122.12879820826,47.6588994794577,1358,5107,5251104,Bridle Crest Trail Site - Redmond,Trail Site Regional,City of Redmond,City,City of Redmond,City,City of Redmond,City,0
-122.140931562093,47.66070654311,1359,5107,5251104,Bridle Crest Trail Site - Redmond,Trail Site Regional,City of Redmond,City,City of Redmond,City,City of Redmond,City,1
-122.145213881521,47.6854232026396,1360,7967,5251105,Redmond Central Connector,Trail Site Regional,City of Redmond,City,City of Redmond,City,City of Redmond,City,0
-122.117482491011,47.6714408246616,1361,7967,5251105,Redmond Central Connector,Trail Site Regional,City of Redmond,City,City of Redmond,City,City of Redmond,City,1
-122.125438341724,47.6744111440888,1362,14585,5251106,Downtown Park,Park Site,City of Redmond,City,City of Redmond,City,City of Redmond,City,1
-122.126223351972,47.6721277562921,1363,14586,5251107,Heron Rookery,Park Site,City of Redmond,City,City of Redmond,City,City of Redmond,City,1
-122.120105404198,47.6580783565234,1364,2587,5251201,Marymoor Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,0
-122.10821301378,47.6573162199535,1365,2587,5251201,Marymoor Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,1
-122.107982770292,47.6625769310817,1366,2590,5251202,Marymoor Bellevue Ballfield Complex,Park Site,City of Bellevue,City,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,1
-122.115573977999,47.6729070783713,1367,2589,5251203,Anderson Park - Redmond,Park Site,City of Redmond,City,City of Redmond,City,City of Redmond,City,1
-122.108506843583,47.6723774597265,1368,2588,5251204,Bear Creek Park - Redmond,Park Site,City of Redmond,City,City of Redmond,City,City of Redmond,City,1
-122.130809238475,47.6592844587445,1369,2576,5251401,Westside Park,Park Site,City of Redmond,City,City of Redmond,City,City of Redmond,City,1
-122.124693532374,47.6464643360654,1370,2585,5251402,Cascade View Park,Park Site,City of Redmond,City,City of Redmond,City,City of Redmond,City,0
-122.123071728919,47.6471276873305,1371,2585,5251402,Cascade View Park,Park Site,City of Redmond,City,City of Redmond,City,City of Redmond,City,1
-122.137663574829,47.6600802218627,1372,5372,5251403,Redmond West Wetlands,Park Site,City of Redmond,City,City of Redmond,City,City of Redmond,City,1
-122.149172433921,47.6565495213926,1373,2594,5251502,Bellevue Municipal Golf Course,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,1
-122.14508470718,47.6473569690535,1374,2583,5251503,North Bellevue Community Park,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,1
-122.158672023853,47.6606299067393,1375,2971,5251504,Bridle Crest Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,0
-122.211479421799,47.6457756224595,1376,2580,5251901,Yarrow Bay Wetlands,Park Site,City of Kirkland,City,City of Kirkland,City,City of Kirkland,City,0
-122.206770893881,47.6475366128546,1377,2580,5251901,Yarrow Bay Wetlands,Park Site,City of Kirkland,City,City of Kirkland,City,City of Kirkland,City,1
-122.222592919658,47.63978947399,1378,5066,5251903,Wetherill Nature Preserve,Park Site,City of Yarrow Point,City,City of Yarrow Point,City,City of Yarrow Point,City,1
-122.217505231626,47.6337245227176,1379,5065,5251904,Clyde Hill View Park,Park Site,City of Clyde Hill,City,City of Clyde Hill,City,City of Clyde Hill,City,1
-122.227243972218,47.6372110802395,1380,5098,5251905,D. K. McDonald Park,Park Site,City of Hunts Point,City,City of Hunts Point,City,City of Hunts Point,City,1
-122.225549243312,47.6374134170093,1381,7883,5251906,Hunts Point Playfield,Park Site,City of Hunts Point,City,City of Hunts Point,City,City of Hunts Point,City,0
-122.225761129283,47.6370292975967,1382,7883,5251906,Hunts Point Playfield,Park Site,City of Hunts Point,City,City of Hunts Point,City,City of Hunts Point,City,1
-122.200891996096,47.6354632154479,1383,6897,5252001,Northtowne Neighborhood Park,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,1
-122.174631640147,47.6446613075437,1384,2579,5252101,Pikes Peak Greenbelt,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,1
-122.173519140338,47.6412427727714,1385,2578,5252102,Cherry Crest Park,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,1
-122.170010155156,47.6330303202298,1386,6905,5252103,Cherry Crest Mini Park,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,1
-122.147597208988,47.6400617633703,1387,2577,5252201,Goldsmith Neighborhood Park,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,1
-122.161387335997,47.6320993110148,1388,8217,5252203,Bridle Trails Corner Park,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,1
-122.103374152648,47.6411668353367,1389,2603,5252401,Idylwood Beach Park,Park Site,City of Redmond,City,City of Redmond,City,City of Redmond,City,0
-122.10305147181,47.6428372893903,1390,2603,5252401,Idylwood Beach Park,Park Site,City of Redmond,City,City of Redmond,City,City of Redmond,City,1
-122.114648319053,47.6358398363347,1391,2605,5252402,Ardmore Park,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,0
-122.112260328969,47.6331353029551,1392,2605,5252402,Ardmore Park,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,1
-122.105949853058,47.6245679144555,1393,2586,5252501,Tam O Shanter Park,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,1
-122.104985375128,47.6293685569847,1394,2612,5252502,Viewpoint Open Space,Park Site,City of Redmond,City,City of Redmond,City,City of Redmond,City,1
-122.118078371152,47.6237490326868,1395,6910,5252503,Ivanhoe Park,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,1
-122.110605847014,47.6192840063112,1396,6911,5252504,Keeney Park,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,1
-122.126561194715,47.6206565775896,1397,2611,5252601,Crossroads Park,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,1
-122.152044181856,47.6259784678639,1398,2610,5252701,Highland Park - Bellevue,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,1
-122.161553541708,47.6309129754091,1399,6906,5252702,Viewpoint Park - Bellevue,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,1
-122.143761251052,47.6261771225634,1400,8218,5252703,Commissioners Waterway Mini Park,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,1
-122.175789681742,47.6196901568027,1401,6907,5252801,Bel-Red Mini Park,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,1
-122.186546177034,47.6345885677324,1402,7759,5252802,Eastrail,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,0
-122.179204177835,47.5786578136895,1403,7759,5252802,Eastrail,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,1
-122.19294631158,47.6281344625277,1404,2609,5252901,Hidden Valley Park,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,1
-122.194708584601,47.624114112638,1405,2608,5252902,Zumdieck Park,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,1
-122.205024463428,47.6219365686768,1406,4612,5252903,Manor Hill Park,Other Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,1
-122.197237585034,47.6214191684837,1407,6898,5252905,McCormick Park - Bellevue,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,0
-122.194716831886,47.6212913863932,1408,6898,5252905,McCormick Park - Bellevue,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,1
-122.195180628005,47.6202368881174,1409,6899,5252906,Ashwood Playfield,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,1
-122.213328541023,47.6299473173061,1410,5064,5253002,Clyde Hill City Park,Park Site,City of Clyde Hill,City,City of Clyde Hill,City,City of Clyde Hill,City,1
-122.217513692062,47.6146814727944,1411,2607,5253101,Clyde Beach Park,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,1
-122.210949270241,47.6124063029087,1412,2606,5253102,Meydenbauer Beach Park,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,0
-122.211542476199,47.611277339043,1413,2606,5253102,Meydenbauer Beach Park,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,1
-122.227904410803,47.6127728803178,1414,5101,5253103,View Point Park - Medina,Park Site,City of Medina,City,City of Medina,City,City of Medina,City,1
-122.20744139662,47.6165331334368,1415,6900,5253104,Goddard Mini Park,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,1
-122.204600451142,47.6125920527808,1416,2595,5253201,Bellevue Downtown Park,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,1
-122.204736030717,47.6085386626294,1417,6901,5253202,Wildwood Park - Bellevue,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,1
-122.19203731786,47.6039451519577,1418,7817,5253203,Surrey Downs Park,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,1
-122.204839028565,47.6044031626752,1419,7818,5253204,Sixth Street Park,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,1
-122.205349695576,47.604078673667,1420,7819,5253205,Southeast 6th Street Open Space,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,1
-122.172797216388,47.6090869372396,1421,2604,5253301,Wilburton Hill Park,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,1
-122.149533816589,47.615901779684,1422,2863,5253401,Bellevue Pool Site,Pool Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,0
-122.149990359842,47.6157911318183,1423,2863,5253401,Bellevue Pool Site,Pool Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,1
-122.128781584382,47.6146920861897,1424,6912,5253501,Hillaire Park,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,1
-122.128573146149,47.6033019101238,1425,6914,5253502,Evergreen Park - Bellevue,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,1
-122.157168183715,47.7711892025227,1426,5379,5260303,Rotary Community Park,Park Site,City of Woodinville,City,City of Woodinville,City,City of Woodinville,City,1
-122.148134127407,47.7633517156583,1427,7861,5260304,Greenbrier Park,Park Site,City of Woodinville,City,City of Woodinville,City,City of Woodinville,City,1
-122.180967133452,47.7662105399036,1428,2602,5260401,North Creek Sportsfields,Park Site,City of Bothell,City,City of Bothell,City,City of Bothell,City,0
-122.182908174996,47.7659382731475,1429,2602,5260401,North Creek Sportsfields,Park Site,City of Bothell,City,City of Bothell,City,City of Bothell,City,1
-122.170891177881,47.7757531449746,1430,5082,5260403,Bloomberg Hill Park,Park Site,City of Bothell,City,City of Bothell,City,City of Bothell,City,1
-122.205628286211,47.7725096070793,1431,2601,5260501,William Penn Park,Park Site,City of Bothell,City,City of Bothell,City,City of Bothell,City,1
-122.198483578419,47.7752413496863,1432,2600,5260502,Royal Oaks Park,Park Site,City of Bothell,City,City of Bothell,City,City of Bothell,City,0
-122.208471531782,47.7499602065168,1433,2596,5260704,Blyth Park,Park Site,City of Bothell,City,City of Bothell,City,City of Bothell,City,1
-122.206478496027,47.7590755904067,1434,2673,5260705,Park at Bothell Landing,Park Site,City of Bothell,City,City of Bothell,City,City of Bothell,City,0
-122.207160210784,47.7580206850878,1435,2673,5260705,Park at Bothell Landing,Park Site,City of Bothell,City,City of Bothell,City,City of Bothell,City,1
-122.134875005579,47.6905958270099,1436,2962,5260706,Sammamish River Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,0
-122.142042156385,47.719328872009,1437,2962,5260706,Sammamish River Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,1
-122.181446280726,47.7573516415255,1438,2962,5260706,Sammamish River Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,2
-122.211626991066,47.7598410156411,1439,5090,5260708,Volunteer Park - Bothell,Park Site,City of Bothell,City,City of Bothell,City,City of Bothell,City,1
-122.213023905075,47.7503043245036,1440,5087,5260709,Red Brick Road Park,Park Site,City of Bothell,City,City of Bothell,City,City of Bothell,City,1
-122.207057097564,47.7598770290712,1441,5089,5260710,Triangle Park,Park Site,City of Bothell,City,City of Bothell,City,City of Bothell,City,1
-122.193265083103,47.754376491483,1442,5083,5260801,Bracketts Landing,Park Site,City of Bothell,City,City of Bothell,City,City of Bothell,City,1
-122.163653756974,47.7501659088745,1443,2725,5260901,Woodin Creek Park,Park Site,City of Woodinville,City,City of Woodinville,City,City of Woodinville,City,1
-122.179277649929,47.7503355234239,1444,2636,5260902,Brickyard Road Park,Park Site,City of Bothell,City,City of Bothell,City,City of Bothell,City,0
-122.179603481166,47.7496441195301,1445,2636,5260902,Brickyard Road Park,Park Site,City of Bothell,City,City of Bothell,City,City of Bothell,City,1
-122.166226078762,47.7532810841177,1446,4551,5260903,Wilmot Gateway Park,Park Site,City of Woodinville,City,City of Woodinville,City,City of Woodinville,City,1
-122.153914783404,47.7477004817605,1447,2712,5261001,Sammamish Farm,Farm Site,Friends of Woodinville Farmers Market,Non Profit Corporation,Friends of Woodinville Farmers Market,Non Profit Corporation,Friends of Woodinville Farmers Market,Non Profit Corporation,0
-122.15650095852,47.7483753895788,1448,2712,5261001,Sammamish Farm,Farm Site,Friends of Woodinville Farmers Market,Non Profit Corporation,Friends of Woodinville Farmers Market,Non Profit Corporation,Friends of Woodinville Farmers Market,Non Profit Corporation,1
-122.156665709442,47.7548834740078,1449,2834,5261003,DeYoung Park,Park Site,City of Woodinville,City,City of Woodinville,City,City of Woodinville,City,0
-122.156941290633,47.7548398569473,1450,2834,5261003,DeYoung Park,Park Site,City of Woodinville,City,City of Woodinville,City,City of Woodinville,City,1
-122.145334104954,47.7587152449087,1451,2840,5261004,Woodinville Heights Park,Park Site,City of Woodinville,City,City of Woodinville,City,City of Woodinville,City,1
-122.153928319289,47.7689568175562,1452,7970,5261005,Eastrail - Woodinville,Trail Site Regional,Port of Seattle,Other Government,King County Parks and Recreation,King County Parks,Port of Seattle,Other Government,0
-122.158841787465,47.7574184312385,1453,7970,5261005,Eastrail - Woodinville,Trail Site Regional,Port of Seattle,Other Government,King County Parks and Recreation,King County Parks,Port of Seattle,Other Government,1
-122.112005746573,47.7309002921008,1454,4890,5261102,Hollywood Hills Equestrian Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,0
-122.135353160188,47.7513826515711,1455,4890,5261102,Hollywood Hills Equestrian Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,1
-122.097772892062,47.7484516584841,1456,2711,5261201,Bassett Pond Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,0
-122.101016263712,47.7478480143202,1457,2711,5261201,Bassett Pond Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,1
-122.139183051306,47.7427891949262,1458,2710,5261401,Gold Creek Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,1
-122.145251853999,47.7353055264088,1459,2709,5261501,Northshore Athletic Fields,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,0
-122.209240067608,47.7470988059628,1460,8904,5261803,Wayne Golf Course Back 9 Conservation Easement,Other Site,Other Private,Private,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,1
-122.193614447386,47.7301691224083,1461,2706,5262001,Windsor Vista Park,Park Site,City of Kirkland,City,City of Kirkland,City,City of Kirkland,City,0
-122.193227526895,47.7307480187783,1462,2706,5262001,Windsor Vista Park,Park Site,City of Kirkland,City,City of Kirkland,City,City of Kirkland,City,1
-122.192921905572,47.7252359081538,1463,2695,5262002,Edith Moulton Park,Park Site,City of Kirkland,City,City of Kirkland,City,City of Kirkland,City,0
-122.193086651893,47.7235563858652,1464,2695,5262002,Edith Moulton Park,Park Site,City of Kirkland,City,City of Kirkland,City,City of Kirkland,City,1
-122.187596057119,47.7267054768482,1465,2704,5262003,Kingsgate Park,Park Site,City of Kirkland,City,City of Kirkland,City,City of Kirkland,City,1
-122.138752193117,47.6931731672157,1466,2960,5262203,West Sammamish Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,0
-122.151422984615,47.737926551118,1467,2960,5262203,West Sammamish Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,1
-122.140641746253,47.7247093686661,1468,4870,5262301,Sammamish River Farm,Farm Site,King County WLRD,County,King County WLRD,County,King County WLRD,County,0
-122.141399443654,47.7267995213464,1469,4870,5262301,Sammamish River Farm,Farm Site,King County WLRD,County,King County WLRD,County,King County WLRD,County,1
-122.104549812103,47.7100918593963,1470,7274,5262501,NE Redmond Area Neighborhood Park,Park Site,City of Redmond,City,City of Redmond,City,City of Redmond,City,1
-122.137288759451,47.7058470395316,1471,2702,5262601,Sixty Acres Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,0
-122.141242927522,47.7059085564227,1472,2702,5262601,Sixty Acres Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,1
-122.15098274136,47.7061169941647,1473,7267,5262701,Sammamish Valley Park,Park Site,City of Redmond,City,City of Redmond,City,City of Redmond,City,1
-122.15098274136,47.7061169941647,1474,5373,5262701,Muller Farm,Merge Site,Other Private,Private,Other Private,Private,Other Private,Private,1
-122.165583805435,47.7173374877834,1475,2723,5262801,132nd Square Park,Park Site,City of Kirkland,City,City of Kirkland,City,City of Kirkland,City,1
-122.175926676673,47.7109580509794,1476,2815,5262802,Totem Lake Wetlands,Park Site,City of Kirkland,City,City of Kirkland,City,City of Kirkland,City,1
