field_1,lat,long,Hub distan,E19013171
"10308",47.4288000000,-122.1980000000,,"107153"
"10309",47.4288000000,-122.1980000000,,"107153"
"10310",47.6833000000,-122.2710000000,,"135088"
"10311",47.5982000000,-122.1280000000,,"98805"
"10312",47.6644000000,-122.1440000000,,"110625"
"10313",47.7258000000,-122.3320000000,,"63705"
"10314",47.5715000000,-122.2250000000,,"202827"
"10315",47.4878000000,-122.3140000000,,"75449"
"10316",47.6396000000,-122.1130000000,,"145221"
"10317",47.6871000000,-122.3910000000,,"123698"
"10318",47.6845000000,-122.0170000000,,"146596"
"10319",47.6830000000,-122.0350000000,,"146596"
"10320",47.2681000000,-122.2670000000,,"96489"
"10321",47.5418000000,-122.2890000000,,"32247"
"10322",47.3875000000,-122.1550000000,,"112050"
"10323",47.7557000000,-122.2210000000,,"81796"
"10324",47.3583000000,-122.1830000000,,"73610"
"10325",47.5881000000,-122.1130000000,,"119567"
"10326",47.7446000000,-122.2490000000,,"119653"
"10327",47.7473000000,-122.2610000000,,"119653"
"10328",47.6964000000,-122.1200000000,,"147525"
"10329",47.5552000000,-122.3810000000,,"83245"
"10330",47.6431000000,-122.1080000000,,"163032"
"10331",47.5707000000,-122.3960000000,,"120189"
"10332",47.6948000000,-122.3570000000,,"79375"
"10333",47.6707000000,-122.1440000000,,"110625"
"10334",47.3654000000,-122.1640000000,,"95313"
"10335",47.7547000000,-122.0940000000,,"127434"
"10336",47.6071000000,-122.1970000000,,"103875"
"10337",47.6374000000,-122.2990000000,,"179922"
"10338",47.7335000000,-122.1600000000,,"97670"
"10339",47.7124000000,-122.3030000000,,"59807"
"10340",47.7671000000,-122.3300000000,,"66734"
"10341",47.7186000000,-122.3140000000,,"63705"
"10342",47.3637000000,-122.2100000000,,"51362"
"10343",47.4512000000,-122.2080000000,,"85031"
"10344",47.4945000000,-122.3040000000,,"43646"
"10345",47.6103000000,-122.2960000000,,"120608"
"10346",47.4350000000,-122.1920000000,,"65799"
"10347",47.5908000000,-122.1730000000,,"127200"
"10348",47.3644000000,-122.3120000000,,"68449"
"10349",47.5007000000,-122.2230000000,,"58335"
"10350",47.4698000000,-122.1180000000,,"115493"
"10351",47.3632000000,-122.3240000000,,"68449"
"10352",47.7576000000,-122.3330000000,,"86750"
"10353",47.5659000000,-122.3750000000,,"81066"
"10354",47.4694000000,-122.0060000000,,"113651"
"10355",47.6382000000,-122.3590000000,,"116111"
"10356",47.7695000000,-122.3590000000,,"85398"
"10357",47.6826000000,-122.2980000000,,"124792"
"10358",47.6510000000,-122.3990000000,,"117449"
"10359",47.5062000000,-122.1510000000,,"87448"
"10360",47.6784000000,-122.3860000000,,"113188"
"10361",47.6923000000,-122.2010000000,,"118382"
"10362",47.5431000000,-122.1120000000,,"151820"
"10363",47.5955000000,-122.3060000000,,"43438"
"10364",47.3124000000,-122.3510000000,,"70550"
"10365",47.7570000000,-122.2280000000,,"81796"
"10366",47.6714000000,-122.3200000000,,"105536"
"10367",47.6392000000,-122.4060000000,,"170031"
"10368",47.6753000000,-122.3110000000,,"63344"
"10369",47.3263000000,-122.3640000000,,"97372"
"10370",47.7354000000,-122.3430000000,,"90806"
"10371",47.6992000000,-122.3870000000,,"126096"
"10372",47.7622000000,-122.1630000000,,"93750"
"10373",47.6956000000,-122.3990000000,,"110139"
"10374",47.6052000000,-122.0640000000,,"149743"
"10375",47.5123000000,-122.3310000000,,"39301"
"10376",47.4961000000,-122.3220000000,,"54844"
"10377",47.5598000000,-122.0180000000,,"149385"
"10378",47.6479000000,-122.3670000000,,"109567"
"10379",47.6320000000,-122.2790000000,,"135956"
"10380",47.7545000000,-122.3570000000,,"107544"
"10381",47.6595000000,-122.3540000000,,"95917"
"10382",47.6132000000,-122.2920000000,,"173438"
"10383",47.3996000000,-122.3200000000,,"72513"
"10384",47.7344000000,-121.9570000000,,"119813"
"10385",47.7411000000,-122.3220000000,,"81207"
"10386",47.3686000000,-122.0810000000,,"96250"
"10387",47.3300000000,-122.2780000000,,"83264"
"10388",47.4531000000,-122.3520000000,,"100077"
"10389",47.4740000000,-122.1390000000,,"113682"
"10390",47.6688000000,-122.1610000000,,"110625"
"10391",47.4703000000,-122.2760000000,,"57267"
"10392",47.5774000000,-122.1470000000,,"96471"
"10393",47.6788000000,-122.3460000000,,"91806"
"10394",47.6848000000,-122.2080000000,,"118382"
"10395",47.3140000000,-122.3440000000,,"70550"
"10396",47.5503000000,-122.0810000000,,"151820"
"10397",47.5075000000,-122.3500000000,,"49260"
"10398",47.4980000000,-122.2220000000,,"58335"
"10399",47.7340000000,-122.1700000000,,"97670"
"10400",47.5465000000,-122.3840000000,,"105896"
"10401",47.7288000000,-122.1710000000,,"99051"
"10402",47.5574000000,-121.8900000000,,"150943"
"10403",47.3052000000,-122.3620000000,,"83442"
"10404",47.6661000000,-122.3700000000,,"91288"
"10405",47.4466000000,-122.3600000000,,"100077"
"10406",47.4819000000,-122.1820000000,,"72500"
"10407",47.7410000000,-122.3140000000,,"81207"
"10408",47.7617000000,-122.3600000000,,"107544"
"10409",47.5470000000,-122.1110000000,,"151820"
"10410",47.6025000000,-122.3130000000,,"51190"
"10411",47.6985000000,-122.3870000000,,"126096"
"10412",47.6087000000,-122.0160000000,,"176375"
"10413",47.5135000000,-122.2620000000,,"58827"
"10414",47.4713000000,-122.1970000000,,"62953"
"10415",47.6684000000,-122.3160000000,,"63344"
"10416",47.6759000000,-122.1140000000,,"106855"
"10417",47.7700000000,-122.2070000000,,"84362"
"10418",47.5595000000,-122.0190000000,,"149385"
"10419",47.6215000000,-122.0310000000,,"180761"
"10420",47.4377000000,-122.4640000000,,"71444"
"10421",47.7289000000,-122.1720000000,,"99051"
"10422",47.6619000000,-122.2750000000,,"175735"
"10423",47.7414000000,-122.2950000000,,"80227"
"10424",47.3947000000,-122.3130000000,,"51048"
"10425",47.5281000000,-122.3480000000,,"56629"
"10426",47.2688000000,-122.3090000000,,"79394"
"10427",47.5654000000,-122.0100000000,,"149385"
"10428",47.4323000000,-122.3270000000,,"69036"
"10429",47.7699000000,-122.0850000000,,"127434"
"10430",47.5615000000,-122.1310000000,,"158909"
"10431",47.2653000000,-122.2850000000,,"96489"
"10432",47.5422000000,-122.3590000000,,"92756"
"10433",47.7440000000,-122.0870000000,,"127434"
"10434",47.3694000000,-122.0830000000,,"96250"
"10435",47.6380000000,-122.2880000000,,"135956"
"10436",47.6813000000,-122.3460000000,,"124107"
"10437",47.5151000000,-122.3720000000,,"104474"
"10438",47.6462000000,-122.3510000000,,"113670"
"10439",47.6966000000,-122.3500000000,,"69596"
"10440",47.5361000000,-121.8710000000,,"150943"
"10441",47.6717000000,-122.2950000000,,"127373"
"10442",47.6704000000,-122.3620000000,,"106172"
"10443",47.4738000000,-122.1900000000,,"62953"
"10444",47.3202000000,-122.3830000000,,"65483"
"10445",47.7010000000,-121.8570000000,,"104583"
"10446",47.6250000000,-122.0420000000,,"170063"
"10447",47.3602000000,-121.9860000000,,"110139"
"10448",47.5682000000,-122.2750000000,,"87188"
"10449",47.6403000000,-122.3500000000,,"113670"
"10450",47.5634000000,-122.2980000000,,"63891"
"10451",47.3582000000,-122.2840000000,,"68762"
"10452",47.4545000000,-122.3360000000,,"84964"
"10453",47.7143000000,-122.2330000000,,"135200"
"10454",47.6997000000,-122.2400000000,,"166786"
"10455",47.5136000000,-122.3130000000,,"53877"
"10456",47.3124000000,-122.1880000000,,"75649"
"10457",47.6291000000,-122.3630000000,,"74063"
"10458",47.6326000000,-122.0700000000,,"166591"
"10459",47.6588000000,-122.3620000000,,"116279"
"10460",47.6071000000,-122.1230000000,,"98805"
"10461",47.3179000000,-122.3310000000,,"65302"
"10462",47.3132000000,-122.1820000000,,"75649"
"10463",47.4659000000,-122.1440000000,,"95658"
"10464",47.7065000000,-122.0130000000,,"108080"
"10465",47.5945000000,-121.9820000000,,"176389"
"10466",47.4909000000,-122.1540000000,,"100069"
"10467",47.4750000000,-122.1990000000,,"62953"
"10468",47.5124000000,-122.3740000000,,"104474"
"10469",47.5181000000,-122.2670000000,,"58827"
"10470",47.6328000000,-122.1740000000,,"121250"
"10471",47.4711000000,-122.3500000000,,"60482"
"10472",47.7182000000,-122.2010000000,,"94390"
"10473",47.4734000000,-122.1980000000,,"62953"
"10474",47.5035000000,-122.2550000000,,"93862"
"10475",47.5436000000,-122.3900000000,,"105896"
"10476",47.5327000000,-122.3920000000,,"107201"
"10477",47.5492000000,-122.1190000000,,"152560"
"10478",47.4400000000,-122.1360000000,,"108256"
"10479",47.6870000000,-122.3200000000,,"128292"
"10480",47.4105000000,-122.1940000000,,"79158"
"10481",47.6908000000,-122.3910000000,,"110139"
"10482",47.6859000000,-122.3390000000,,"128292"
"10483",47.3967000000,-122.1830000000,,"98889"
"10484",47.5770000000,-122.3020000000,,"63891"
"10485",47.5220000000,-122.0470000000,,"102806"
"10486",47.6348000000,-122.0640000000,,"166591"
"10487",47.6394000000,-122.2990000000,,"179922"
"10488",47.6785000000,-122.0300000000,,"146596"
"10489",47.7426000000,-122.1160000000,,"161806"
"10490",47.3355000000,-122.2840000000,,"90133"
"10491",47.6793000000,-122.3800000000,,"113188"
"10492",47.5450000000,-122.2290000000,,"203313"
"10493",47.5436000000,-122.3570000000,,"92756"
"10494",47.5400000000,-121.8630000000,,"150943"
"10495",47.6903000000,-122.0560000000,,"165425"
"10496",47.6567000000,-122.3270000000,,"41089"
"10497",47.6276000000,-122.0330000000,,"180761"
"10498",47.3046000000,-122.2200000000,,"63516"
"10499",47.6424000000,-122.4070000000,,"170031"
"10500",47.7223000000,-122.1720000000,,"99051"
"10501",47.6374000000,-122.0420000000,,"180761"
"10502",47.2684000000,-122.3080000000,,"79394"
"10503",47.5382000000,-122.1730000000,,"122063"
"10504",47.3123000000,-122.1860000000,,"75649"
"10505",47.4808000000,-122.0990000000,,"115493"
"10506",47.3697000000,-122.3090000000,,"51507"
"10507",47.5119000000,-122.3290000000,,"39301"
"10508",47.4590000000,-122.1810000000,,"82222"
"10509",47.5489000000,-122.2710000000,,"111026"
"10510",47.6678000000,-122.1820000000,,"127708"
"10511",47.4164000000,-122.3320000000,,"85598"
"10512",47.5526000000,-121.9980000000,,"124252"
"10513",47.6039000000,-122.1940000000,,"103875"
"10514",47.6003000000,-122.0760000000,,"149743"
"10515",47.6343000000,-122.2830000000,,"135956"
"10516",47.7351000000,-121.9640000000,,"142738"
"10517",47.6537000000,-122.3400000000,,"101270"
"10518",47.4740000000,-122.1400000000,,"113682"
"10519",47.5670000000,-122.0120000000,,"149385"
"10520",47.2761000000,-122.2080000000,,"64802"
"10521",47.7257000000,-122.3610000000,,"146750"
"10522",47.7428000000,-122.1830000000,,"92333"
"10523",47.5736000000,-122.3070000000,,"74953"
"10524",47.7019000000,-122.2430000000,,"166786"
"10525",47.7264000000,-122.3070000000,,"69790"
"10526",47.7760000000,-122.2390000000,,"81796"
"10527",47.4780000000,-122.0380000000,,"99722"
"10528",47.7503000000,-122.3280000000,,"86750"
"10529",47.5344000000,-122.2240000000,,"216488"
"10530",47.3340000000,-122.2140000000,,"48019"
"10531",47.3190000000,-122.3940000000,,"65483"
"10532",47.6181000000,-122.1380000000,,"97241"
"10533",47.5392000000,-122.2280000000,,"203313"
"10534",47.3647000000,-122.0820000000,,"96250"
"10535",47.5209000000,-122.2050000000,,"81216"
"10536",47.7303000000,-122.2980000000,,"69790"
"10537",47.7287000000,-122.1920000000,,"111497"
"10538",47.5639000000,-122.2160000000,,"202827"
"10539",47.6059000000,-122.2950000000,,"120608"
"10540",47.7466000000,-122.3470000000,,"93036"
"10541",47.3211000000,-122.2770000000,,"83264"
"10542",47.6797000000,-122.3590000000,,"110202"
"10543",47.3979000000,-122.4160000000,,"90487"
"10544",47.5882000000,-122.0520000000,,"168068"
"10545",47.3690000000,-122.1560000000,,"95313"
"10546",47.7023000000,-122.2760000000,,"138224"
"10547",47.5982000000,-122.1720000000,,"127200"
"10548",47.4365000000,-122.1440000000,,"108256"
"10549",47.6294000000,-122.1160000000,,"135185"
"10550",47.4959000000,-122.3670000000,,"83919"
"10551",47.3651000000,-122.0510000000,,"97688"
"10552",47.3007000000,-122.2280000000,,"50191"
"10553",47.6314000000,-122.0270000000,,"180761"
"10554",47.5886000000,-122.1130000000,,"119567"
"10555",47.7732000000,-122.1630000000,,"93750"
"10556",47.4940000000,-122.2790000000,,"75040"
"10557",47.2734000000,-122.2510000000,,"70234"
"10558",47.5115000000,-122.1940000000,,"97250"
"10559",47.6249000000,-122.2980000000,,"113397"
"10560",47.7211000000,-122.3080000000,,"69790"
"10561",47.3614000000,-122.0350000000,,"118548"
"10562",47.3658000000,-122.0850000000,,"96250"
"10563",47.4863000000,-121.7300000000,,"92377"
"10564",47.6782000000,-122.1620000000,,"110625"
"10565",47.5738000000,-122.1360000000,,"96471"
"10566",47.5882000000,-122.0110000000,,"176375"
"10567",47.4487000000,-121.7750000000,,"107044"
"10568",47.3454000000,-122.0390000000,,"97041"
"10569",47.4590000000,-122.2850000000,,"83897"
"10570",47.5923000000,-122.1970000000,,"163864"
"10571",47.4737000000,-122.1500000000,,"113682"
"10572",47.5645000000,-122.2190000000,,"202827"
"10573",47.4338000000,-122.1830000000,,"92531"
"10574",47.6236000000,-122.0400000000,,"170063"
"10575",47.7261000000,-122.2460000000,,"166786"
"10576",47.3506000000,-122.0400000000,,"97041"
"10577",47.7178000000,-122.3180000000,,"63705"
"10578",47.6079000000,-122.1230000000,,"98805"
"10579",47.5574000000,-122.3150000000,,"81979"
"10580",47.7319000000,-122.1670000000,,"97670"
"10581",47.6505000000,-122.3900000000,,"84583"
"10582",47.5736000000,-122.1520000000,,"96471"
"10583",47.4252000000,-122.1590000000,,"102566"
"10584",47.6667000000,-122.3560000000,,"91806"
"10585",47.6964000000,-122.1180000000,,"147525"
"10586",47.4291000000,-122.1600000000,,"102566"
"10587",47.5536000000,-122.3770000000,,"83245"
"10588",47.6370000000,-122.3670000000,,"127702"
"10589",47.5994000000,-121.9750000000,,"217574"
"10590",47.5523000000,-121.9980000000,,"124252"
"10591",47.3909000000,-122.2380000000,,"39835"
"10592",47.7183000000,-122.3060000000,,"59807"
"10593",47.6712000000,-122.2670000000,,"175735"
"10594",47.5888000000,-121.9710000000,,"217574"
"10595",47.6798000000,-122.1040000000,,"106197"
"10596",47.3579000000,-122.4460000000,,"90487"
"10597",47.4401000000,-122.1260000000,,"95658"
"10598",47.6719000000,-122.3820000000,,"91288"
"10599",47.6719000000,-122.3820000000,,"91288"
"10600",47.5552000000,-122.3810000000,,"83245"
"10601",47.5793000000,-122.2940000000,,"95075"
"10602",47.7362000000,-121.9740000000,,"142738"
"10603",47.6341000000,-122.1030000000,,"163032"
"10604",47.3747000000,-122.1560000000,,"95313"
"10605",47.4918000000,-122.1410000000,,"100069"
"10606",47.7061000000,-122.3680000000,,"92059"
"10607",47.3550000000,-122.3190000000,,"68449"
"10608",47.5585000000,-122.1530000000,,"147450"
"10609",47.3109000000,-122.0970000000,,"90781"
"10610",47.5826000000,-122.0280000000,,"152059"
"10611",47.5610000000,-122.1530000000,,"147450"
"10612",47.4198000000,-122.1580000000,,"102566"
"10613",47.7338000000,-121.9660000000,,"142738"
"10614",47.2966000000,-122.1900000000,,"64802"
"10615",47.7665000000,-122.3720000000,,"107544"
"10616",47.6771000000,-122.1560000000,,"110625"
"10617",47.5402000000,-122.2160000000,,"216488"
"10618",47.7501000000,-122.3020000000,,"113438"
"10619",47.5021000000,-121.7700000000,,"102348"
"10620",47.6268000000,-122.2970000000,,"157670"
"10621",47.7255000000,-122.0590000000,,"165000"
"10622",47.6634000000,-122.3510000000,,"95917"
"10623",47.6930000000,-122.1870000000,,"125600"
"10624",47.7345000000,-121.9610000000,,"142738"
"10625",47.6380000000,-122.3170000000,,"103750"
"10626",47.7145000000,-122.2250000000,,"135200"
"10627",47.2953000000,-122.0970000000,,"90781"
"10628",47.7307000000,-122.2190000000,,"106391"
"10629",47.6955000000,-122.2910000000,,"106458"
"10630",47.6545000000,-122.3360000000,,"120318"
"10631",47.7612000000,-122.2340000000,,"81796"
"10632",47.2087000000,-122.0090000000,,"59833"
"10633",47.7584000000,-122.1450000000,,"72569"
"10634",47.6211000000,-122.0160000000,,"180761"
"10635",47.6609000000,-121.8920000000,,"104583"
"10636",47.5847000000,-122.0810000000,,"149743"
"10637",47.5670000000,-122.1390000000,,"158909"
"10638",47.7226000000,-122.2270000000,,"100069"
"10639",47.5591000000,-122.3850000000,,"83245"
"10640",47.4207000000,-122.3340000000,,"85598"
"10641",47.4088000000,-122.2100000000,,"67423"
"10642",47.7030000000,-122.3210000000,,"45925"
"10643",47.6210000000,-122.2980000000,,"113397"
"10644",47.3536000000,-122.3170000000,,"68449"
"10645",47.4568000000,-122.2100000000,,"85031"
"10646",47.7606000000,-122.1670000000,,"93750"
"10647",47.6408000000,-122.3270000000,,"109055"
"10648",47.7398000000,-122.1670000000,,"97670"
"10649",47.3822000000,-122.3180000000,,"72835"
"10650",47.4091000000,-122.3130000000,,"63692"
"10651",47.5073000000,-122.2340000000,,"93571"
"10652",47.4155000000,-122.3390000000,,"84964"
"10653",47.5364000000,-121.8560000000,,"150943"
"10654",47.5659000000,-122.0130000000,,"149385"
"10655",47.6496000000,-122.4070000000,,"170031"
"10656",47.6695000000,-122.3200000000,,"105536"
"10657",47.3714000000,-122.3090000000,,"51507"
"10658",47.7190000000,-122.3390000000,,"63705"
"10659",47.6318000000,-122.0580000000,,"170063"
"10660",47.7412000000,-122.3540000000,,"93036"
"10661",47.3156000000,-122.1860000000,,"75649"
"10662",47.7061000000,-122.3520000000,,"92059"
"10663",47.3784000000,-122.0460000000,,"118548"
"10664",47.4657000000,-121.7470000000,,"107044"
"10665",47.3364000000,-122.1690000000,,"119423"
"10666",47.2617000000,-122.2100000000,,"114792"
"10667",47.7648000000,-122.3500000000,,"66734"
"10668",47.5128000000,-122.1890000000,,"97250"
"10669",47.6196000000,-122.1500000000,,"102580"
"10670",47.5197000000,-122.2000000000,,"81216"
"10671",47.5319000000,-122.2380000000,,"216488"
"10672",47.5647000000,-122.2700000000,,"87188"
"10673",47.7370000000,-121.9670000000,,"119813"
"10674",47.4915000000,-122.1830000000,,"59952"
"10675",47.6389000000,-122.3710000000,,"127702"
"10676",47.6795000000,-122.0340000000,,"146596"
"10677",47.2614000000,-122.2900000000,,"96489"
"10678",47.6906000000,-122.2020000000,,"118382"
"10679",47.3577000000,-122.1950000000,,"73610"
"10680",47.2793000000,-122.2950000000,,"82955"
"10681",47.3566000000,-122.0390000000,,"97041"
"10682",47.6822000000,-122.3090000000,,"115000"
"10683",47.4786000000,-122.0660000000,,"99722"
"10684",47.5091000000,-122.1900000000,,"97250"
"10685",47.6773000000,-122.4030000000,,"89375"
"10686",47.3293000000,-122.3060000000,,"46488"
"10687",47.6885000000,-122.3240000000,,"128292"
"10688",47.2987000000,-122.3850000000,,"89736"
"10689",47.7735000000,-122.1580000000,,"93750"
"10690",47.7566000000,-122.3370000000,,"86750"
"10691",47.2850000000,-122.2070000000,,"64802"
"10692",47.3925000000,-122.1370000000,,"112050"
"10693",47.4016000000,-122.2090000000,,"67423"
"10694",47.5094000000,-122.3760000000,,"104474"
"10695",47.5374000000,-122.3880000000,,"107201"
"10696",47.4693000000,-122.1170000000,,"115493"
"10697",47.3803000000,-122.1470000000,,"95313"
"10698",47.7614000000,-122.1390000000,,"72569"
"10699",47.5763000000,-122.3090000000,,"74953"
"10700",47.6169000000,-122.2940000000,,"113397"
"10701",47.7654000000,-122.0760000000,,"127434"
"10702",47.6932000000,-122.1330000000,,"118770"
"10703",47.7027000000,-122.3490000000,,"70250"
"10704",47.5343000000,-122.3700000000,,"67617"
"10705",47.6860000000,-122.3840000000,,"123698"
"10706",47.4339000000,-122.1940000000,,"65799"
"10707",47.5670000000,-121.8930000000,,"104776"
"10708",47.5503000000,-122.1180000000,,"152560"
"10709",47.5057000000,-122.3480000000,,"49260"
"10710",47.7695000000,-122.1260000000,,"161806"
"10711",47.3314000000,-122.2750000000,,"83264"
"10712",47.5008000000,-122.2570000000,,"52242"
"10713",47.6647000000,-122.1300000000,,"128088"
"10714",47.3326000000,-122.2010000000,,"119423"
"10715",47.3619000000,-122.0770000000,,"96250"
"10716",47.7187000000,-122.3300000000,,"63705"
"10717",47.5729000000,-122.1470000000,,"96471"
"10718",47.4869000000,-122.2430000000,,"52242"
"10719",47.7708000000,-122.3390000000,,"66734"
"10720",47.5051000000,-122.1700000000,,"66433"
"10721",47.6149000000,-122.1240000000,,"58846"
"10722",47.4435000000,-122.1280000000,,"95658"
"10723",47.6835000000,-122.3920000000,,"123698"
"10724",47.4818000000,-121.7330000000,,"102348"
"10725",47.7226000000,-122.0390000000,,"108080"
"10726",47.6324000000,-122.1060000000,,"163032"
"10727",47.2803000000,-122.3560000000,,"81054"
"10728",47.7447000000,-122.3240000000,,"90806"
"10729",47.4936000000,-122.3350000000,,"53750"
"10730",47.5845000000,-122.0600000000,,"168068"
"10731",47.3526000000,-122.0000000000,,"110139"
"10732",47.5703000000,-121.9980000000,,"149385"
"10733",47.7321000000,-122.3340000000,,"86696"
"10734",47.5280000000,-122.3520000000,,"56629"
"10735",47.2891000000,-122.3570000000,,"83611"
"10736",47.4922000000,-122.1780000000,,"59952"
"10737",47.5606000000,-122.2250000000,,"202827"
"10738",47.4357000000,-122.3430000000,,"84964"
"10739",47.7037000000,-122.2930000000,,"83295"
"10740",47.3493000000,-122.0250000000,,"97041"
"10741",47.4750000000,-122.1110000000,,"115493"
"10742",47.7686000000,-122.2780000000,,"125481"
"10743",47.6119000000,-122.1330000000,,"97241"
"10744",47.5262000000,-122.0280000000,,"79073"
"10745",47.6624000000,-122.0620000000,,"165425"
"10746",47.6033000000,-122.3000000000,,"120608"
"10747",47.6399000000,-122.3200000000,,"109055"
"10748",47.5297000000,-121.8460000000,,"150943"
"10749",47.7530000000,-122.2440000000,,"126269"
"10750",47.3438000000,-122.3220000000,,"97372"
"10751",47.6894000000,-122.3840000000,,"123698"
"10752",47.3186000000,-122.1710000000,,"75649"
"10753",47.4321000000,-122.3470000000,,"84964"
"10754",47.6398000000,-122.3900000000,,"71715"
"10755",47.4919000000,-122.1510000000,,"100069"
"10756",47.6066000000,-122.0160000000,,"176375"
"10757",47.6295000000,-122.0510000000,,"170063"
"10758",47.5045000000,-122.3290000000,,"39301"
"10759",47.6722000000,-122.3790000000,,"91288"
"10760",47.4938000000,-122.3640000000,,"83919"
"10761",47.7718000000,-122.2920000000,,"93811"
"10762",47.6176000000,-122.0450000000,,"170063"
"10763",47.4485000000,-122.1390000000,,"76978"
"10764",47.5336000000,-122.2250000000,,"216488"
"10765",47.6945000000,-122.1880000000,,"125600"
"10766",47.7734000000,-122.3590000000,,"85398"
"10767",47.5503000000,-122.1550000000,,"170119"
"10768",47.5515000000,-122.1530000000,,"170119"
"10769",47.5950000000,-122.1330000000,,"84583"
"10770",47.5369000000,-122.0700000000,,"151820"
"10771",47.7354000000,-122.0950000000,,"176607"
"10772",47.5326000000,-122.1810000000,,"122647"
"10773",47.3298000000,-122.2770000000,,"83264"
"10774",47.5017000000,-122.1650000000,,"66433"
"10775",47.7153000000,-122.3270000000,,"63705"
"10776",47.5604000000,-122.2750000000,,"111026"
"10777",47.7190000000,-122.2170000000,,"106391"
"10778",47.4325000000,-122.1460000000,,"108256"
"10779",47.5342000000,-122.3730000000,,"99706"
"10780",47.4658000000,-121.7580000000,,"107044"
"10781",47.6535000000,-122.3530000000,,"95917"
"10782",47.6932000000,-122.3950000000,,"110139"
"10783",47.3364000000,-122.2760000000,,"90133"
"10784",47.5979000000,-122.1730000000,,"127200"
"10785",47.4327000000,-122.0600000000,,"98274"
"10786",47.7749000000,-122.3390000000,,"66734"
"10787",47.2831000000,-122.2790000000,,"82955"
"10788",47.6359000000,-122.3510000000,,"116111"
"10789",47.6910000000,-122.3420000000,,"102917"
"10790",47.4357000000,-122.1590000000,,"92531"
"10791",47.5240000000,-121.8210000000,,"100260"
"10792",47.6460000000,-122.3900000000,,"71715"
"10793",47.4832000000,-121.7990000000,,"107044"
"10794",47.6258000000,-122.0580000000,,"166591"
"10795",47.5489000000,-122.1850000000,,"122647"
"10796",47.5901000000,-122.0180000000,,"176375"
"10797",47.2766000000,-122.1460000000,,"96667"
"10798",47.3322000000,-122.3370000000,,"66250"
"10799",47.7254000000,-122.2900000000,,"50948"
"10800",47.6728000000,-122.3250000000,,"82268"
"10801",47.6996000000,-122.3910000000,,"110139"
"10802",47.6687000000,-122.1540000000,,"110625"
"10803",47.6347000000,-122.0130000000,,"217574"
"10804",47.4977000000,-122.3590000000,,"83919"
"10805",47.5500000000,-122.1030000000,,"152560"
"10806",47.4972000000,-122.2640000000,,"93862"
"10807",47.7294000000,-122.3520000000,,"32262"
"10808",47.4683000000,-122.2630000000,,"59225"
"10809",47.5567000000,-122.1240000000,,"170119"
"10810",47.5478000000,-122.1740000000,,"122063"
"10811",47.2902000000,-122.3420000000,,"83611"
"10812",47.6318000000,-122.0230000000,,"180761"
"10813",47.5270000000,-122.1730000000,,"122063"
"10814",47.7552000000,-122.2210000000,,"81796"
"10815",47.3823000000,-122.1590000000,,"95313"
"10816",47.7072000000,-122.2320000000,,"135200"
"10817",47.3548000000,-122.0550000000,,"95408"
"10818",47.4574000000,-122.0240000000,,"98274"
"10819",47.3429000000,-122.3300000000,,"97372"
"10820",47.4884000000,-122.3630000000,,"77455"
"10821",47.6430000000,-122.0660000000,,"166591"
"10822",47.6506000000,-122.4050000000,,"170031"
"10823",47.7358000000,-122.3350000000,,"90806"
"10824",47.6908000000,-122.0510000000,,"146596"
"10825",47.6955000000,-122.2890000000,,"135088"
"10826",47.6867000000,-122.3780000000,,"103470"
"10827",47.2887000000,-122.2690000000,,"82955"
"10828",47.4414000000,-122.3540000000,,"84964"
"10829",47.2811000000,-122.2990000000,,"82955"
"10830",47.7344000000,-122.1430000000,,"210341"
"10831",47.7756000000,-122.2730000000,,"125481"
"10832",47.7206000000,-122.2840000000,,"50948"
"10833",47.5588000000,-122.3010000000,,"78407"
"10834",47.5161000000,-122.3880000000,,"104474"
"10835",47.6746000000,-122.3120000000,,"63344"
"10836",47.6095000000,-122.0590000000,,"149743"
"10837",47.4838000000,-122.3300000000,,"75449"
"10838",47.6651000000,-122.0560000000,,"165425"
"10839",47.5434000000,-122.3880000000,,"105896"
"10840",47.6213000000,-122.0640000000,,"166591"
"10841",47.7386000000,-122.2350000000,,"126269"
"10842",47.6674000000,-122.3650000000,,"116279"
"10843",47.6966000000,-122.1270000000,,"106855"
"10844",47.5748000000,-122.0130000000,,"152059"
"10845",47.3531000000,-122.0480000000,,"97041"
"10846",47.4368000000,-122.1620000000,,"92531"
"10847",47.5815000000,-122.3980000000,,"120189"
"10848",47.4989000000,-122.3220000000,,"54844"
"10849",47.6606000000,-122.1280000000,,"128088"
"10850",47.3018000000,-122.3690000000,,"83442"
"10851",47.3984000000,-122.1860000000,,"98889"
"10852",47.2930000000,-122.2150000000,,"50926"
"10853",47.3515000000,-122.2910000000,,"90133"
"10854",47.5664000000,-122.3590000000,,"81066"
"10855",47.6857000000,-122.3530000000,,"124107"
"10856",47.5109000000,-122.1830000000,,"97250"
"10857",47.3335000000,-122.3250000000,,"97372"
"10858",47.6617000000,-122.1500000000,,"110625"
"10859",47.6187000000,-122.0400000000,,"170063"
"10860",47.5664000000,-122.3640000000,,"81066"
"10861",47.3768000000,-122.1180000000,,"110551"
"10862",47.5862000000,-122.0370000000,,"168068"
"10863",47.7497000000,-122.2840000000,,"113438"
"10864",47.5012000000,-122.2650000000,,"93862"
"10865",47.6721000000,-122.3740000000,,"91288"
"10866",47.6262000000,-122.0490000000,,"170063"
